iter	MultiClass
191	0.5871338552
192	0.5866626311
193	0.5863174618
194	0.5860468114
195	0.585726636
196	0.5854666629
197	0.5848769453
198	0.5843676198
199	0.5841423852
200	0.5838484262
201	0.5832458058
202	0.5829646658
203	0.5825296911
204	0.5819403303
205	0.5817144442
206	0.5814736553
207	0.5812112245
208	0.580780585
209	0.5803605005
210	0.5801608248
211	0.579741042
212	0.5795483627
213	0.5790482835
214	0.5785870311
215	0.5781734136
216	0.5777617726
217	0.5773802483
218	0.5769933175
219	0.5766885181
220	0.5763920683
221	0.5759521957
222	0.5755461296
223	0.5751237047
224	0.5748745937
225	0.5745442252
226	0.5742004337
227	0.5736047917
228	0.5734175277
229	0.5731945826
230	0.5727913407
231	0.5724834807
232	0.5722191504
233	0.5720637073
234	0.5716816964
235	0.5714940731
236	0.5712462577
237	0.5709579974
238	0.5706838088
239	0.5704108532
240	0.5697778316
241	0.5691065699
242	0.5689297732
243	0.5685148754
244	0.5681021413
245	0.5677820662
246	0.567168101
247	0.5670392015
248	0.566523667
249	0.566095435
250	0.5657743082
251	0.5655256641
252	0.5650436872
253	0.5646919338
254	0.5642815292
255	0.5639206242
256	0.5636579384
257	0.5632989901
258	0.5629475168
259	0.5626334303
260	0.5622299784
261	0.5619552876
262	0.5614057466
263	0.5612013723
264	0.560577998
265	0.5603121068
266	0.560139777
267	0.5597527462
268	0.5594939414
269	0.5590127707
270	0.5585760242
271	0.5582759891
272	0.557994399
273	0.5576963206
274	0.5573816025
275	0.5568339287
276	0.5565774682
277	0.5562445131
278	0.556074625
279	0.5558471662
280	0.5554318924
281	0.5550893619
282	0.5548293057
283	0.5544709567
284	0.5542156194
285	0.5539065945
286	0.5534113002
287	0.5531629826
288	0.5528023421
289	0.5524144001
290	0.5521834721
291	0.5519035078
292	0.5515576618
293	0.5512730185
294	0.5511263798
295	0.55085876
296	0.5505774572
297	0.550249593
298	0.5500625859
299	0.5494892801
300	0.5490688214
301	0.5488005424
302	0.5485679048
303	0.548214627
304	0.5480934332
305	0.5475961164
306	0.5472801633
307	0.5468738497
308	0.5463793849
309	0.5460606788
310	0.5456611606
311	0.5454589185
312	0.5452437883
313	0.5450093564
314	0.5447758577
315	0.5445268843
316	0.5440934089
317	0.5435894804
318	0.5431504169
319	0.5428877744
320	0.542677229
321	0.5421792656
322	0.5420420306
323	0.54177898
324	0.5413925974
325	0.5409152956
326	0.5405021686
327	0.540266377
328	0.5398442991
329	0.539523271
330	0.5392245458
331	0.5389979276
332	0.5388570158
333	0.5386373371
334	0.5384590284
335	0.5382454272
336	0.5379914566
337	0.5376694233
338	0.5372493661
339	0.5370538002
340	0.536620599
341	0.536441287
342	0.5363063398
343	0.5360710357
344	0.5357525326
345	0.5355505518
346	0.5352323473
347	0.5348522778
348	0.5344804505
349	0.5342469054
350	0.5338164774
351	0.5336640661
352	0.5332985451
353	0.5330714567
354	0.5326209282
355	0.5323438582
356	0.5320907391
357	0.5317819706
358	0.5314804402
359	0.5310671939
360	0.5305778032
361	0.5302874938
362	0.5299581651
363	0.5296878146
364	0.5294625339
365	0.5291683819
366	0.5289206351
367	0.5287110714
368	0.5284519393
369	0.528059079
370	0.5278438233
371	0.5275572607
372	0.5274335805
373	0.5271518491
374	0.526899894
375	0.5266793143
376	0.5263549097
377	0.5259163521
378	0.5257661972
379	0.5254608632
380	0.5251057958
381	0.5248947635
382	0.5244996603
383	0.5241780073
384	0.5239347656
385	0.5236565999
386	0.5234565235
387	0.5231705964
388	0.5228698569
389	0.5225769866
390	0.5222888624
391	0.522052622
392	0.5217965975
393	0.5214700807
394	0.5212101247
395	0.5208914486
396	0.5205688538
397	0.5203891273
398	0.5201068777
399	0.5199093355
400	0.5196309766
401	0.519284561
402	0.5190645832
403	0.5188826663
404	0.5186136223
405	0.5182753792
406	0.5176734465
407	0.5174674783
408	0.5171923493
409	0.5169615252
410	0.5167029622
411	0.5163332121
412	0.5159377436
413	0.5156028884
414	0.5153916846
415	0.5149426345
416	0.5146258361
417	0.5142873268
418	0.513895874
419	0.5135021643
420	0.5131586465
421	0.5129114505
422	0.5126393038
423	0.5121566672
424	0.5117908201
425	0.5114528606
426	0.5112077975
427	0.5109632852
428	0.5107986428
429	0.5105245446
430	0.5103364988
431	0.5100342367
432	0.5098014855
433	0.5095688651
434	0.5093363456
435	0.5091741695
436	0.5089221842
437	0.508727981
438	0.5085357709
439	0.5082222103
440	0.5079588032
441	0.5076203456
442	0.5073928324
443	0.5071364143
444	0.5069348926
445	0.5066398052
446	0.5064490372
447	0.5059337201
448	0.5055421357
449	0.5053212993
450	0.5049750552
451	0.50476051
452	0.5044546235
453	0.5041091844
454	0.5038964314
455	0.503742061
456	0.5035000364
457	0.5031189083
458	0.5028899434
459	0.5026007028
460	0.5024257519
461	0.5021426285
462	0.5019008032
463	0.5017184445
464	0.5014163774
465	0.5012089703
466	0.5010831818
467	0.5009133768
468	0.5006848286
469	0.5005459277
470	0.5003231022
471	0.5001660214
472	0.4997983355
473	0.4995145256
474	0.4992920796
475	0.4991099159
476	0.4988583019
477	0.4984633368
478	0.4981443276
479	0.4978913995
480	0.4975630823
481	0.4968243619
482	0.4966186755
483	0.4962767714
484	0.4960316377
485	0.4959138568
486	0.4957066235
487	0.4955741385
488	0.4953019139
489	0.4949056298
490	0.4945407815
491	0.4942171342
492	0.493950143
493	0.4936874199
494	0.4933958561
495	0.4931668397
496	0.4928146664
497	0.4925514937
498	0.492274169
499	0.4919967834
500	0.4918287482
501	0.4915407992
502	0.4912715551
503	0.4906239892
504	0.4904011429
505	0.4901008191
506	0.4896813407
507	0.4894976081
508	0.4892776357
509	0.4888272245
510	0.4885604874
511	0.488173215
512	0.4878738145
513	0.487641522
514	0.487474104
515	0.4873568445
516	0.4872618012
517	0.4870289045
518	0.4866416391
519	0.4864984246
520	0.4863437471
521	0.4861808485
522	0.4858614665
523	0.4857246643
524	0.4854519088
525	0.4851533284
526	0.4849249935
527	0.484649412
528	0.4844311467
529	0.4839970426
530	0.4837342623
531	0.4833780442
532	0.4831176154
533	0.4827450851
534	0.4824453289
535	0.4821706592
536	0.4819372191
537	0.4816589917
538	0.4812244736
539	0.4809447667
540	0.4806775735
541	0.4804089597
542	0.4800706462
543	0.4798492203
544	0.4795936624
545	0.4793611503
546	0.4791527958
547	0.4786628791
548	0.4785078553
549	0.4781882526
550	0.4776770633
551	0.4774877499
552	0.477213309
553	0.4769580727
554	0.4766947354
555	0.4764326646
556	0.4762332535
557	0.4758581476
558	0.4754757559
559	0.4751008073
560	0.4748131117
561	0.4744670816
562	0.4740565922
563	0.4738770175
564	0.4735530475
565	0.4733298423
566	0.473144996
567	0.4728926372
568	0.4724267197
569	0.472130577
570	0.4719666112
571	0.4716564398
572	0.4715197202
573	0.4712688163
574	0.4710618056
575	0.4708207538
576	0.470582629
577	0.4705187162
578	0.4703101146
579	0.4700180035
580	0.4697584943
581	0.469496377
582	0.4691195197
583	0.4688854965
584	0.4686720866
585	0.4683912683
586	0.4682348166
587	0.4679822594
588	0.467713571
589	0.4674378206
590	0.4670696397
591	0.4668826295
592	0.4666950569
593	0.4664862894
594	0.4662175633
595	0.4659650712
596	0.4656971652
597	0.465513118
598	0.4652383076
599	0.4650356633
600	0.4647739641
601	0.464411985
602	0.4642519629
603	0.464057758
604	0.4638492566
605	0.4634773829
606	0.4631584888
607	0.4629878539
608	0.4625452662
609	0.4622664689
610	0.4619580692
611	0.4615565008
612	0.4612813105
613	0.4611702948
614	0.4610734557
615	0.4609085676
616	0.4607026738
617	0.4604267057
618	0.4602637169
619	0.4600907422
620	0.459898678
621	0.4596378817
622	0.459465925
623	0.459217299
624	0.4588902696
625	0.4584359762
626	0.4581736326
627	0.4578469647
628	0.4576323468
629	0.4574327292
630	0.4572427446
631	0.4569900303
632	0.4568393093
633	0.4563635687
634	0.4561283965
635	0.4558647587
636	0.4555788662
637	0.455201099
638	0.4551132176
639	0.4548795664
640	0.4546044752
641	0.454341504
642	0.4541164794
643	0.4538991809
644	0.4536275692
645	0.4532538586
646	0.4531064597
647	0.4529081512
648	0.4526549447
649	0.4522446583
650	0.4520450988
651	0.4517484203
652	0.4515176365
653	0.451370934
654	0.4512449886
655	0.4509528288
656	0.450697012
657	0.4502828658
658	0.450034048
659	0.4497849665
660	0.4494774044
661	0.4492761427
662	0.4490654819
663	0.448795355
664	0.448553606
665	0.4483559509
666	0.4480622431
667	0.4478060135
668	0.4476188803
669	0.4473669091
670	0.4472009622
671	0.4470493657
672	0.4468800424
673	0.4465965749
674	0.446274395
675	0.4459231916
676	0.4457258549
677	0.4454763762
678	0.4452329692
679	0.4450767839
680	0.4449066016
681	0.4446840891
682	0.444381602
683	0.4441267181
684	0.4436657203
685	0.4434082454
686	0.4431982865
687	0.4429323597
688	0.4427944239
689	0.4425970812
690	0.4423981652
691	0.4422262036
692	0.4420969651
693	0.4417827218
694	0.441562975
695	0.4413571085
696	0.4411512396
697	0.4410831759
698	0.4408840915
699	0.4407366259
700	0.4404432717
701	0.4402804882
702	0.4401190837
703	0.4399013753
704	0.4396357921
705	0.4394349937
706	0.4392081877
707	0.4389133525
708	0.438747277
709	0.4385980825
710	0.4383706094
711	0.4382738368
712	0.4380441341
713	0.4378735428
714	0.4377066064
715	0.4375724927
716	0.437401181
717	0.4371120766
718	0.4369333091
719	0.4366734526
720	0.4364130835
721	0.43623612
722	0.4359785461
723	0.4359130311
724	0.4356160805
725	0.4354428301
726	0.4351561476
727	0.4348737615
728	0.4346712851
729	0.4343431993
730	0.4341096284
731	0.4338183415
732	0.4335700959
733	0.4332298326
734	0.432972078
735	0.4328210563
736	0.4325848023
737	0.4325069737
738	0.4323470199
739	0.4321792413
740	0.4320243377
741	0.4317698564
742	0.431626335
743	0.4314622057
744	0.4313213507
745	0.4311722472
746	0.4310000824
747	0.4308210466
748	0.4306076082
749	0.4304971469
750	0.4303149875
751	0.4300925877
752	0.4297752935
753	0.4294625859
754	0.4292396089
755	0.4289582661
756	0.4287349847
757	0.4284973963
758	0.4283643673
759	0.428208822
760	0.4279534264
761	0.4277326942
762	0.4274448077
763	0.4271116019
764	0.4269049733
765	0.426749223
766	0.4265550514
767	0.4263190162
768	0.4261095372
769	0.4259030416
770	0.4255914831
771	0.4252531161
772	0.4249728682
773	0.4247856781
774	0.4245519644
775	0.4243720627
776	0.424268215
777	0.4239269731
778	0.4237399494
779	0.4235367253
780	0.4234255799
781	0.42314843
782	0.4229102913
783	0.4227176875
784	0.4225570607
785	0.4223876905
786	0.4223101529
787	0.4221702052
788	0.4220193769
789	0.4218157489
790	0.4216334893
791	0.4214464287
792	0.4213267544
793	0.4211650527
794	0.4209468384
795	0.4206642032
796	0.420310783
797	0.4200937172
798	0.4199500722
799	0.4198030392
800	0.4195534326
801	0.4193352638
802	0.4191392969
803	0.4190083117
804	0.4187535037
805	0.4184391753
806	0.4182219026
807	0.417920405
808	0.4178010991
809	0.4175419631
810	0.4173710779
811	0.4171026811
812	0.416962366
813	0.4167417141
814	0.416450064
815	0.4162830946
816	0.4160343654
817	0.4158897041
818	0.4157424478
819	0.4155947847
820	0.4154095268
821	0.415233426
822	0.415037667
823	0.4148404369
824	0.4147390793
825	0.4147163108
826	0.4145260482
827	0.4142900657
828	0.4139689299
829	0.4136403709
830	0.413482643
831	0.4133962007
832	0.4132221474
833	0.4130408635
834	0.4128265152
835	0.4125047702
836	0.4124240024
837	0.4121289668
838	0.4119099659
839	0.4117732121
840	0.4116019333
841	0.411413016
842	0.4112017558
843	0.4110495062
844	0.4108797238
845	0.4104395198
846	0.4101922187
847	0.4100111609
848	0.4097796596
849	0.4096224452
850	0.4094490938
851	0.4093599068
852	0.4092447837
853	0.4090452156
854	0.4089252648
855	0.4087352632
856	0.408480805
857	0.4083546376
858	0.4081217719
859	0.4078973124
860	0.4076617911
861	0.4074963062
862	0.4073645947
863	0.4071210229
864	0.4069251294
865	0.4066633728
866	0.4063674778
867	0.4061743917
868	0.4059554574
869	0.4057649019
870	0.4055872661
871	0.4054575693
872	0.4053199514
873	0.4051821573
874	0.4049767198
875	0.4047113981
876	0.4045380162
877	0.4043054635
878	0.4040158725
879	0.403796612
880	0.4035271716
881	0.4033021891
882	0.4031018489
883	0.4029981485
884	0.4028461516
885	0.4027010966
886	0.4024659712
887	0.4023792454
888	0.4021877568
889	0.4020001814
890	0.4017451423
891	0.4015790669
892	0.4014184124
893	0.4011208716
894	0.4009673718
895	0.4007762632
896	0.4006604118
897	0.4004845772
898	0.4001575159
899	0.399945466
900	0.3997046657
901	0.3996057242
902	0.3992691544
903	0.3990721269
904	0.3990177628
905	0.3987603031
906	0.3986228123
907	0.3983975239
908	0.3983435156
909	0.3982073438
910	0.3979411101
911	0.3978313229
912	0.397559011
913	0.3974896417
914	0.397344836
915	0.3972475004
916	0.3970547495
917	0.3969100097
918	0.3966835273
919	0.3965519932
920	0.3963349561
921	0.3962492975
922	0.396165251
923	0.3958751803
924	0.3955382928
925	0.3953356042
926	0.3949691261
927	0.3948651589
928	0.3945867344
929	0.3943296739
930	0.3941317436
931	0.3938213074
932	0.3936732209
933	0.3933980818
934	0.3932127783
935	0.3930483265
936	0.3928833226
937	0.3927449242
938	0.3926352298
939	0.3924629345
940	0.3922523628
941	0.3921021101
942	0.3918285942
943	0.3914896352
944	0.3912369756
945	0.3911015268
946	0.390881565
947	0.3906506376
948	0.3904513736
949	0.3902871908
950	0.3900030271
951	0.3898990417
952	0.3897640198
953	0.3895735646
954	0.3894404841
955	0.3892104699
956	0.388999787
957	0.3889027815
958	0.3887676177
959	0.388565606
960	0.388414637
961	0.3882797954
962	0.3881707922
963	0.3880061086
964	0.3877813351
965	0.3876460337
966	0.3874690945
967	0.3872626177
968	0.3869828621
969	0.3868608339
970	0.3865579811
971	0.3863662643
972	0.3860224748
973	0.3858163319
974	0.3856345952
975	0.3855055149
976	0.385313185
977	0.3851633322
978	0.3848699591
979	0.3846263858
980	0.3845039643
981	0.3843353816
982	0.3839803418
983	0.3837501344
984	0.3835854875
985	0.3834515171
986	0.3832979917
987	0.3830291132
988	0.3829470977
989	0.3827854738
990	0.3826297592
991	0.3823872296
992	0.382072855
993	0.3818979121
994	0.3815705378
995	0.3814818
996	0.381238602
997	0.3811087551
998	0.3808665631
999	0.3807586389
